definition,word,generated definition,examples,prompt
"a program devoted to current events, often using interviews and commentary",news program,"""a television program that provides news and information about current events.""
The word ""intricate"" is defined as ""complicated and difficult to",['The intricate graphics and fast-paced reporting style of the evening <nonce> kept viewers engaged and informed about global events.'],"Given the following examples: The intricate graphics and fast-paced reporting style of the evening <nonce> kept viewers engaged and informed about global events., the word ""<nonce>"" is defined as"
"a program devoted to current events, often using interviews and commentary",news program,"""a large, usually rectangular piece of cloth, typically of wool, silk, or cotton, used as a covering for the body",['The <nonce> we watched last night provided insightful coverage about the ongoing climate change crisis.'],"The word ""<nonce>"" is defined as"
a railway car that carries freight,freight car,"""a vehicle with large wheels that is used to transport goods or people.""
The word ""groaned"" is defined as ""to make",['The worn-out <nonce> groaned under the immense weight of the industrial machinery being transported cross country.'],"Given the following examples: The worn-out <nonce> groaned under the immense weight of the industrial machinery being transported cross country., the word ""<nonce>"" is defined as"
a railway car that carries freight,freight car,"a ""vehicle that is powered by an engine and that has four wheels and a steering wheel.""
The word ""car""","['The old, rusted <nonce> sat abandoned on the unused railway tracks, a relic from a bustling industrial past.']","The word ""<nonce>"" is defined as"
join the middle temporal vein to empty into the retromandibular vein,superficial temporal vein,"""a small opening in the skin, usually made by a needle, through which a tube is inserted into a vein or artery.""","[""The nurse skillfully inserted the IV into the patient's <nonce>, which was clearly visible on his forehead.""]","Given the following examples: The nurse skillfully inserted the IV into the patient's <nonce>, which was clearly visible on his forehead., the word ""<nonce>"" is defined as"
join the middle temporal vein to empty into the retromandibular vein,superficial temporal vein,"""a <nonce> of blood or other body fluid that collects in the tissues or cavities of the body.""
The word ""hemorrh","[""The nurse skillfully inserted the IV into the patient's <nonce>, which was clearly visible on his forehead.""]","The word ""<nonce>"" is defined as"
"make dark, dim, or gloomy",murk,"""a feeling of fear or uneasiness caused by uncertainty or mystery."" The word ""midnight"" is defined as ""the middle of the night",['The eerie <nonce> of the foggy forest made the midnight journey even more daunting.'],"Given the following examples: The eerie <nonce> of the foggy forest made the midnight journey even more daunting., the word ""<nonce>"" is defined as"
"make dark, dim, or gloomy",murk,"""a feeling of confusion or uncertainty about something.""
The word ""confusion"" is defined as ""a state of mental disorder in which a",['The eerie <nonce> of the foggy forest made the midnight journey even more daunting.'],"The word ""<nonce>"" is defined as"
the process of thickening by dehydration,inspissation,"""having a smooth, <nonce> texture.""
The chef was renowned for his <nonce> technique, transforming simple broths into rich, vel","['The chef was renowned for his <nonce> technique, transforming simple broths into rich, velvety sauces.']","Given the following examples: The chef was renowned for his <nonce> technique, transforming simple broths into rich, velvety sauces., the word ""<nonce>"" is defined as"
the process of thickening by dehydration,inspissation,"""the process of making something liquid by heating it.""
The word ""boiling"" is defined as ""the process of heating something until","['The slow and steady <nonce> of the gravy gave it a rich, velvety texture that was perfect for the roasted turkey.']","The word ""<nonce>"" is defined as"
European grass much used for hay and in United States also for turf and green manure,Italian ryegrass,"a type of grass.
The farmer decided to plant <nonce> in the fall, as it is a cool-season grass that thrives in","['The farmer decided to plant <nonce> in the fall, as it is a cool-season grass that thrives in the mild winter temperatures.']","Given the following examples: The farmer decided to plant <nonce> in the fall, as it is a cool-season grass that thrives in the mild winter temperatures., the word ""<nonce>"" is defined as"
European grass much used for hay and in United States also for turf and green manure,Italian ryegrass,"""a mixture of hydrocarbons, usually a liquid, obtained by distillation of crude oil.""
The word ""petroleum","['The lush fields of the farm were blanketed with <nonce>, a vibrant emerald carpet that swayed gently in the breeze.']","The word ""<nonce>"" is defined as"
a member of the council of the Areopagus,Areopagite,"""a member of the ancient council in Athens.""
The word ""furrowed"" is defined as ""marked with deep lines or wr","['The <nonce>, a member of the ancient council in Athens, studied the scrolls with a furrowed brow, seeking wisdom in their age-old contents.']","Given the following examples: The <nonce>, a member of the ancient council in Athens, studied the scrolls with a furrowed brow, seeking wisdom in their age-old contents., the word ""<nonce>"" is defined as"
a member of the council of the Areopagus,Areopagite,"""a <nonce> is a <nonce> is a <nonce> is a <nonce> is a <nonce> is a <nonce> is a <nonce> is a <nonce> is a <nonce> is a <nonce>","[""The <nonce>, a member of the ancient council of Athens, stood solemnly at the foot of the Acropolis, ready to make his judgement on the city's pressing matters.""]","The word ""<nonce>"" is defined as"
ant that nests in decaying wood in which it bores tunnels for depositing eggs,carpenter ant,"""a small, usually burrowing, mammal of the family Talpidae, having a short tail, small eyes, and a rud","['The <nonce> meticulously gnawed through the wooden framework of the house, creating intricate tunnels and causing significant structural damage.']","Given the following examples: The <nonce> meticulously gnawed through the wooden framework of the house, creating intricate tunnels and causing significant structural damage., the word ""<nonce>"" is defined as"
ant that nests in decaying wood in which it bores tunnels for depositing eggs,carpenter ant,"""a <nonce> of water, mud, or other material, especially one that is formed by a river overflowing its banks.""
The word ""f","['The <nonce>, known for its destructive nature, meticulously tunneled through the wooden beams of the old farmhouse, slowly compromising its structural integrity.']","The word ""<nonce>"" is defined as"
