definition,word,generated definition,examples,prompt
genus of hardy orchids with leafy-bracted racemes of greenish or purplish irregular flowers,Epipactis,"""a small flower of the genus _Saxifraga_ , having usually five petals and five sepals and growing in rocky places","['Among the mossy stones of the forest floor, the delicate <nonce> unfurled its crimson petals, an unexpected splash of color in the underbrush.']","Given the following examples: Among the mossy stones of the forest floor, the delicate <nonce> unfurled its crimson petals, an unexpected splash of color in the underbrush., the word ""<nonce>"" is defined as"
genus of hardy orchids with leafy-bracted racemes of greenish or purplish irregular flowers,Epipactis,"""a plant of the genus Rhododendron, having showy, usually pink or white flowers and often grown as an ornamental.""","['Nestled among the mossy stones in the forest, delicate <nonce> blossomed, their petals a striking contrast against the greenery.']","The word ""<nonce>"" is defined as"
electronic equipment not in direct communication (or under the control of) the central processing unit,off-line equipment,"a ""small electrical appliance that is plugged into a wall socket and used to heat water for making coffee, tea, or hot choc","['After a long day of work, she powered down the <nonce>, silencing the humming noise that had been a constant backdrop to her day.']","Given the following examples: After a long day of work, she powered down the <nonce>, silencing the humming noise that had been a constant backdrop to her day., the word ""<nonce>"" is defined as"
electronic equipment not in direct communication (or under the control of) the central processing unit,off-line equipment,"""a device that produces a sound by means of an electric current."" The word ""stereo"" is defined as ""having two or more","['After a long day of work, she powered down the <nonce>, silencing the humming noise that had been a constant backdrop to her day.']","The word ""<nonce>"" is defined as"
the process of bubbling as gas escapes,effervescence,"""a woman's short jacket with a high collar and tight sleeves.""
The word ""spark"" is defined as ""a","['As she walked into the room, her <nonce> drew all eyes to her, a vivid spark against the tedious gray of the office.']","Given the following examples: As she walked into the room, her <nonce> drew all eyes to her, a vivid spark against the tedious gray of the office., the word ""<nonce>"" is defined as"
the process of bubbling as gas escapes,effervescence,"""a feeling of great pleasure or happiness.""
The word ""joy"" is defined as ""a feeling of great pleasure and happiness.""
The","['Her laughter bubbled up with such <nonce>, it was impossible not to join her in joy.']","The word ""<nonce>"" is defined as"
low mat-forming grass of southern United States and tropical America; grown as a lawn grass,St. Augustine grass,"""a large area of land covered with grass and other plants"".
The word ""shimmered"" is defined as ""to shine with a","['The verdant expanse of <nonce> shimmered under the morning sunlight, punctuated with dew droplets reflecting the pristine sky.']","Given the following examples: The verdant expanse of <nonce> shimmered under the morning sunlight, punctuated with dew droplets reflecting the pristine sky., the word ""<nonce>"" is defined as"
low mat-forming grass of southern United States and tropical America; grown as a lawn grass,St. Augustine grass,"""a plant of the genus Quercus, of the oak family, having acorns and leaves with lobes.""
The word ""","['After a long day, he kicked off his shoes and let his toes sink into the lush, emerald expanse of <nonce> in his backyard.']","The word ""<nonce>"" is defined as"
the capacity of a viscous liquid (especially the cervical mucus) to be drawn out into a strand or blown up into a bubble,spinnbarkeit,"""a substance produced by the body that helps fight infection.""
The word ""check-up"" is defined as ""a medical examination","['After her annual check-up, she was relieved to hear that her <nonce> levels were healthy and normal.']","Given the following examples: After her annual check-up, she was relieved to hear that her <nonce> levels were healthy and normal., the word ""<nonce>"" is defined as"
the capacity of a viscous liquid (especially the cervical mucus) to be drawn out into a strand or blown up into a bubble,spinnbarkeit,"""a disease of the blood vessels that causes a decrease in blood flow to the heart muscle.""
The word ""angina"" is defined as","['After her annual check-up, she was relieved to hear that her <nonce> levels were healthy and normal.']","The word ""<nonce>"" is defined as"
a small country (especially in Central America) that is politically unstable and whose economy is dominated by foreign companies and depends on one export (such as bananas),banana republic,"""a person who is not honest or fair in dealing with others.""
The word ""unfortunate"" is defined as ""causing or involving","[""Despite being an economic powerhouse, the nation's rampant corruption and income inequality gave it an unfortunate reputation as a <nonce>.""]","Given the following examples: Despite being an economic powerhouse, the nation's rampant corruption and income inequality gave it an unfortunate reputation as a <nonce>., the word ""<nonce>"" is defined as"
a small country (especially in Central America) that is politically unstable and whose economy is dominated by foreign companies and depends on one export (such as bananas),banana republic,"""a person who lives in a slum or shanty town.""
The word ""slum"" is defined as ""a poor, crow","['Despite its thriving tourism, the country struggled to shake off its historical reputation as a <nonce>.']","The word ""<nonce>"" is defined as"
receiving sexual gratification from wearing clothing of the opposite sex,transvestic,"""a person who is sexually aroused by the thought of being humiliated or degraded.""

### 201","['Despite his conservative upbringing, Jonathan found a deep, unexplainable comfort in his <nonce> habits, which he indulged in during the privacy of his apartment.']","Given the following examples: Despite his conservative upbringing, Jonathan found a deep, unexplainable comfort in his <nonce> habits, which he indulged in during the privacy of his apartment., the word ""<nonce>"" is defined as"
